Identifier Code,Billing Code,Identifier Description,NYU Langone Long Island Gross Charges,NYU Langone Long Island Discounted Cash Price,AETNA HMO
2026342,81596,HC NFCT DS CHRNC HCV 6 ASSAYS,493.5,93.77,174.91
2021332,82009,HC TEST FOR ACETONE/KETONES,101.85,19.35,10.95
2023056,82010,HC QUANT SERUM ACETONES/KETONES,79.87,15.18,19.79
2024717,82013,HC ACETYLCHOLINESTERASE,323.4,61.45,29.78
2021333,82017,"HC ACYLCARNITINES, QUANT",280.35,53.27,40.87
2021334,82024,HC ASSAY OF ACTH,794.85,151.02,93.57
2021335,82040,HC ASSAY OF SERUM ALBUMIN,83.86,15.93,11.99
2021336,82042,HC ASSAY OF ALBUMIN,65.93,12.53,18.85
2021337,82043,"HC URINE ALBUMIN, QUANTITATIVE",162.29,30.83,14
2021339,82085,HC ASSAY OF ALDOLASE,465.95,88.53,23.53
2021340,82088,HC ASSAY OF ALDOSTERONE,1125.6,213.86,98.73
2021341,82103,"HC ALPHA-1-ANTITRYPSIN, TOTAL",346.5,65.84,32.56
2021342,82104,"HC ALPHA-1-ANTITRYPSIN, PHENO",400.71,76.14,35.03
2021343,82105,"HC ALPHA-FETOPROTEIN, SERUM",378,71.82,40.63
2021344,82106,"HC ALPHA-FETOPROTEIN, AMNIOTIC",270.9,51.47,41.19
2021345,82107,HC ALPHA-FETOPROTEIN L3,920.48,174.89,156.06
2021346,82108,HC ASSAY OF ALUMINUM,882,167.58,61.73
2021348,82131,"HC AMINO ACIDS, SINGLE QUANT",263.55,50.07,55.68
2021349,82139,"HC AMINO ACIDS, QUAN, 6 OR MORE",1184.2,225,40.87
2021350,82140,HC ASSAY OF AMMONIA,213,40.47,35.3
2021351,82150,HC ASSAY OF AMYLASE,213.15,40.5,15.7
2021353,82157,HC ASSAY OF ANDROSTENEDIONE,848.4,161.2,70.94
2021354,82164,HC ANGIOTENSIN I ENZYME TEST,537.6,102.14,35.37
2021355,82172,HC ASSAY OF APOLIPOPROTEIN,216.8,41.19,51.1
2021356,82175,HC ASSAY OF ARSENIC,476.7,90.57,45.96
2021357,82180,HC ASSAY OF ASCORBIC ACID,204.75,38.9,23.96
2021359,82232,HC ASSAY OF BETA-2 PROTEIN,485.1,92.17,39.2
2024422,82239,HC BILE ACIDS; TOTAL,284.55,54.06,41.48
2021361,82247,"HC BILIRUBIN, TOTAL",150.43,28.58,12.16
2021362,82248,"HC BILIRUBIN, DIRECT",132.3,25.14,12.16
2023565,82261,HC BIOTINIDASE EA SPECIMEN,249.9,47.48,40.87
2021363,82270,"HC OCCULT BLOOD, FECES",138.2,26.26,10.61
2021364,82271,"HC OCCULT BLOOD, OTHER SOURCES",60.86,11.56,12.89
2024724,82272,HC OCCULT BLD FECES 1-3 TESTS,53.26,10.12,10.25
2024725,82274,HC OCCULT BLD FHG QUAL 1-3,83.61,15.89,38.57
2021365,82300,HC ASSAY OF CADMIUM,537.6,102.14,57.28
2021366,82306,HC ASSAY OF VITAMIN D,523.66,99.49,71.72
2021367,82308,HC ASSAY OF CALCITONIN,454.65,86.38,64.91
2021368,82310,HC CALCIUM TOT,77.22,14.67,12.5
2021369,82330,HC CALCIUM IONIZED,486.15,92.37,33.14
2021370,82340,HC CALCIUM URINE QUAN TMD SPEC,186.9,35.51,14.61
2021371,82360,"HC CALCULUS ASSAY, QUANT",109.2,20.75,31.18
2021372,82365,HC CALCULUS SPECTROSCOPY,199.06,37.82,31.25
2023561,82373,HC CARB DEFICIENT TRANSFERRIN,1163.4,221.05,43.76
2021374,82374,"HC ASSAY, BLOOD CARBON DIOXIDE",59.59,11.32,11.82
2023398,82375,HC ASSAY CARBOXYHB QUANT,116.55,22.14,29.85
2021375,82378,HC CARCINOEMBRYONIC ANTIGEN,329.65,62.63,45.94
2021376,82379,HC ASSAY OF CARNITINE,641.55,121.89,40.87
2021377,82380,HC ASSAY OF CAROTENE,235.2,44.69,22.34
2021380,82384,"HC ASSAY, THREE CATECHOLAMINES",723.45,137.46,61.18
2021381,82390,HC ASSAY OF CERULOPLASMIN,235.2,44.69,26.02
2023563,82397,HC CHEMILUMINESCENT ASSAY,442.49,84.07,34.21
2021382,82435,HC ASSAY OF BLOOD CHLORIDE,109.04,20.72,11.15
2021383,82436,HC ASSAY OF URINE CHLORIDE,186.9,35.51,13.93
2021384,82438,"HC ASSAY, OTHER FLUID CHLORIDES",186.9,35.51,12.11
2021385,82465,"HC ASSAY, BLD/SERUM CHOLESTEROL",82.41,15.66,10.54
2021391,82495,HC ASSAY OF CHROMIUM,467.25,88.78,49.14
2021392,82507,HC ASSAY OF CITRATE,346.5,65.84,67.36
2021393,82523,HC COLLAGEN CROSSLINKS,281.47,53.48,45.26
2021394,82525,HC ASSAY OF COPPER,382.9,72.75,30.07
2021395,82530,"HC CORTISOL, FREE",329.65,62.63,40.49
2021396,82533,HC TOTAL CORTISOL,378,71.82,39.49
2023073,82542,HC CC/MS; QUAL/QUAN SS & MP,1326.15,251.97,58.37
2021399,82550,HC ASSAY OF CK (CPK),263.55,50.07,15.77
2021400,82552,HC ASSAY OF CPK IN BLOOD,384.3,73.02,32.44
2024728,82553,HC CPK: MB FRACTION ONLY,132.3,25.14,27.98
2021401,82565,HC ASSAY OF CREATININE,144.54,27.46,12.4
2021402,82570,HC ASSAY OF URINE CREATININE,153.42,29.15,12.55
2021403,82575,HC CREATININE CLEARANCE TEST,378,71.82,22.92
2023652,82585,HC CRYOFIBRINOGEN,30.43,5.78,34.26
2021404,82595,HC ASSAY OF CRYOGLOBULIN,134.4,25.54,15.68
2021405,82600,HC ASSAY OF CYANIDE,309.75,58.85,47
2021406,82607,HC VITAMIN B-12,426.3,81,36.54
2021407,82608,HC B-12 BINDING CAPACITY,378,71.82,34.7
2021408,82610,HC CYSTATIN C,164.83,31.32,44.87
2021409,82626,HC DEHYDROEPIANDROSTERONE,922.95,175.36,61.23
2021410,82627,HC DEHYDROEPIANDROSTERONE-SULFATE,764.4,145.24,53.86
2021411,82633,HC DESOXYCORTICOSTERONE,183.84,34.93,75.06
2021412,82634,HC DEOXYCORTISOL,648.9,123.29,70.94
2021415,82652,HC ASSAY OF DIHYDROXYVITAMIN D,711.28,135.14,93.28
2023055,82656,HC PANCREATIC ELASTASE FECAL,1021.65,194.11,27.94
2022737,82657,HC ENZYME ACTIVITY BC NO RA,423.23,80.41,53.71
2021416,82668,HC ASSAY OF ERYTHROPOIETIN,351.2,66.73,45.53
2021417,82670,HC ASSAY OF TOTAL ESTRADIOL,492.85,93.64,67.69
2024732,82672,HC ESTROGENS; TOTAL,358.05,68.03,52.58
2021419,82677,HC ASSAY OF ESTRIOL,230.76,43.84,58.58
2023037,82679,HC ESTRONE,313.16,59.5,60.45
2023063,82693,HC ETHYLENE GLYCOL,480.9,91.37,36.1
2021420,82705,"HC FATS/LIPIDS, FECES, QUAL",128.06,24.33,12.36
2021421,82710,"HC FATS/LIPIDS, FECES, QUANT",378,71.82,40.7
2021422,82725,HC ASSAY OF BLOOD FATTY ACIDS,126.79,24.09,45.48
2021423,82726,HC LONG CHAIN FATTY ACIDS,736.05,139.85,47.85
2021424,82728,HC ASSAY OF FERRITIN,476.7,90.57,33.02
2021425,82731,HC ASSAY OF FETAL FIBRONECTIN,1008,191.52,156.06
2021426,82746,HC BLOOD FOLIC ACID SERUM,426.3,81,35.62
2021427,82747,"HC ASSAY OF FOLIC ACID, RBC",378,71.82,42.76
2021429,82784,HC GG IGA IGD IGG IGM EA,309.75,58.85,22.53
2021430,82785,HC GG IGE,330.92,62.87,39.88
2021431,82787,"HC IGG 1, 2, 3 OR 4, EACH",472.92,89.85,19.43
2021433,82803,"HC BLOOD GASES: PH, PO2 & PCO2",594.3,112.92,63.16
2023009,82805,HC BLOODGASES W/02 SATURATN,340.2,64.64,190.85
2021434,82941,HC ASSAY OF GASTRIN,523.95,99.55,42.71
2021436,82945,HC GLUCOSE OTHER FLUID,71,13.49,9.52
2021437,82947,"HC ASSAY, GLUCOSE, BLOOD QUANT",65.93,12.53,9.52
2023334,82948,HC STAT GLUCOSE/REAGENT STRIP II,75.56,14.36,12.21
2021438,82950,HC GLUCOSE TEST,101.85,19.35,11.51
2021439,82951,HC GLUCOSE TOLERANCE TEST (GTT),407.4,77.41,31.18
2021440,82952,HC GTT-ADDED SAMPLES,509.25,96.76,9.5
2021441,82955,HC ASSAY OF G6PD ENZYME,258.27,49.07,23.5
2024453,82962,HC GLUCOSE; BLD BY MONITOR DEVICE,23.97,4.55,7.95
2021443,82977,HC ASSAY OF GGT,263.55,50.07,17.44
2024599,82978,HC GLUTATHIONE,121.72,23.13,37.43
2021444,82985,HC GLYCATED PROTEIN,210.47,39.99,40.61
2021445,83001,HC GONADOTROPIN (FSH),389.24,73.95,45.02
2021446,83002,HC GONADOTROPIN (LH),372.76,70.82,44.87
2021447,83003,"HC ASSAY, GROWTH HORMONE (HGH)",309.75,58.85,40.39
2021448,83010,"HC ASSAY OF HAPTOGLOBIN, QUANT",378,71.82,30.48
2022645,83013,HC HPYLORI BRTH NON-RADACT ISOTOPE,614.92,116.84,163.2
2024640,83014,HC HELICOBACTER PYLORI; DRUG ADMINISTRATION,40.71,7.73,19.04
2022738,83018,HC HEAVY METAL QUANTITATIVE,514.5,97.76,53.21
2021450,83020,HC HEMOGLOBIN ELECTROPHORESIS,193.2,36.71,31.18
2021451,83021,HC HEMOGLOBIN CHROMOTOGRAPHY,251.04,47.7,43.76
2021454,83036,HC GLYCOSYLATED HEMOGLOBIN TEST,199.7,37.94,23.53
2021455,83050,HC BLOOD METHEMOGLOBIN ASSAY,279.3,53.07,19.87
2023020,83051,HC PLASMA HEMOGLOBIN,261.45,49.68,17.71
2021458,83088,HC ASSAY OF HISTAMINE,452.55,85.98,71.55
2021459,83090,HC ASSAY OF HOMOCYSTINE,452.63,86,43.42
2021460,83150,HC ASSAY OF FOR HVA,346.5,65.84,54.3
2021462,83497,HC ASSAY OF 5-HIAA,218.07,41.43,31.25
2021463,83498,HC HYDROXYPROGST 17-D,794.85,151.02,65.83
2021465,83516,HC IA ANAL OTH/THN NFCT AGT MLT STEP METH,384.16,72.99,27.94
2021466,83519,HC RIA NONANTIBODY,553.35,105.14,44.58
2021467,83520,HC IMMUNOASSAY QUANT NOS NONAB,685.6,130.26,41.84
2021468,83525,HC ASSAY OF INSULIN,252.3,47.94,27.69
2025314,83527,HC FREE INSULIN,147.07,27.94,31.38
2021469,83540,HC ASSAY OF IRON,213.15,40.5,15.68
2021470,83550,HC IRON BINDING TEST,378,71.82,21.18
2021472,83605,HC ASSAY OF LACTIC ACID,243.43,46.25,28.03
2021473,83615,HC LACTATE (LD) (LDH) ENZYME,132.23,25.12,14.63
2021474,83625,HC ASSAY OF LDH ENZYMES,207.9,39.5,30.99
2021475,83630,"HC LACTOFERRIN, FECAL (QUAL)",302.2,57.42,47.73
2026055,83631,HC LACTOFERRIN FECAL (QUANT),261.45,49.68,47.56
2021476,83655,HC ASSAY OF LEAD,228.97,43.5,29.34
2021478,83690,HC ASSAY OF LIPASE,256.12,48.66,16.69
2021479,83695,HC ASSAY OF LIPOPROTEIN(A),553.35,105.14,34.7
2022739,83704,HC NMR LIPO PRFL,330.92,62.87,82.84
2021481,83718,HC ASSAY OF LIPOPROTEIN,263.55,50.07,19.84
2021482,83721,HC ASSAY OF BLOOD LIPOPROTEIN,139.47,26.5,25.44
2021483,83735,HC ASSAY OF MAGNESIUM,126.79,24.09,16.23
2023065,83785,HC MANGANESE,646.8,122.89,64.57
2021484,83789,HC MASS SPECTROMETRY QUAL/QUAN,540.12,102.62,58.41
2021485,83825,HC ASSAY OF MERCURY,328.65,62.44,39.4
2021486,83835,HC ASSAY OF METANEPHRINES,1510.95,287.08,41.04
2023403,83873,HC MYELIN BASIC PROTEIN CSF,346.5,65.84,41.67
2021490,83874,HC ASSAY OF MYOGLOBIN,284.9,54.13,31.3
2021491,83880,HC NATRIURETIC PEPTIDE,495.74,94.19,95.12
2021492,83883,"HC ASSAY, NEPHELOMETRY NOT SPEC",580.65,110.32,32.95
2021493,83885,HC ASSAY OF NICKEL,493.5,93.77,59.38
2021511,83915,HC ASSAY OF NUCLEOTIDASE,157.5,29.93,27.01
2021512,83916,HC OLIGOCLONAL BANDS,346.5,65.84,66.36
2026054,83919,HC QUAL ORGANIC ACIDS SPECIM EA,454.65,86.38,39.86
2021514,83921,"HC ORGANIC ACID,  SINGLE, QUANT",443.76,84.31,51.39
2021515,83930,HC ASSAY OF BLOOD OSMOLALITY,173.7,33,16.02
2021516,83935,HC ASSAY OF URINE OSMOLALITY,186.9,35.51,16.52
2021517,83937,HC ASSAY OF OSTEOCALCIN,460.24,87.44,72.32
2021518,83945,HC ASSAY OF OXALATE,263.55,50.07,35.01
2021519,83970,HC ASSAY OF PARATHORMONE,619.99,117.8,100.02
2021520,83986,HC ASSAY OF BODY FLUID ACIDITY,121.14,23.02,8.67
2023131,83992,HC PCP QUAN ASSAY,136.5,25.94,46.31
2021521,83993,HC ASSAY FOR CALPROTECTIN FECAL,777,147.63,47.56
2021523,84075,HC PHOSPHATASE ALKALINE,153.09,29.09,12.55
2021525,84080,HC PHOSPHATASE ALKALINE ISOENZYMES,204.13,38.78,35.81
2021526,84100,HC ASSAY OF PHOSPHORUS,84.95,16.14,11.48
2021527,84105,HC ASSAY OF URINE PHOSPHORUS,186.9,35.51,14
2021528,84110,HC ASSAY OF PORPHOBILINOGEN,224.7,42.69,20.45
2025958,84112,HC EVAL AMNIOTIC FLUID PROTEIN,292.25,55.53,237.71
2026053,84119,HC QUAL URINE PORPHYRINS,426.3,81,32.37
2021530,84132,HC ASSAY OF SERUM POTASSIUM,64.66,12.29,11.53
2021531,84133,HC ASSAY OF URINE POTASSIUM,163.8,31.12,11.46
2021532,84134,HC ASSAY OF PREALBUMIN,343.35,65.24,35.35
2021534,84140,HC ASSAY OF PREGNENOLONE,316.85,60.2,50.08
2021535,84143,HC ASSAY OF 17-HYDROXYPREGNENO,351.2,66.73,55.27
2021536,84144,HC PROGST,357.55,67.93,50.54
2023079,84145,HC PROCALCITONIN (PCT),406.99,77.33,65.95
2021537,84146,HC ASSAY OF PROLACTIN,476.7,90.57,46.95
2021538,84153,"HC ASSAY OF PSA, TOTAL",414.75,78.8,44.56
2021539,84154,"HC ASSAY OF PSA, FREE",323.43,61.45,44.56
2021540,84155,"HC ASSAY OF PROTEIN, SERUM",154.42,29.34,8.89
2021541,84156,"HC ASSAY OF PROTEIN, URINE",145.95,27.73,8.89
2021542,84157,"HC ASSAY OF PROTEIN, OTHER",70.56,13.41,9.69
2025315,84163,HC PAPPA SERUM,86.22,16.38,36.46
2021543,84165,"HC PROTEIN E-PHORESIS, SERUM",328.65,62.44,26.02
2021544,84166,HC PROTEIN E-PHORESIS/URINE/CSF,248.5,47.22,43.2
2026052,84181,HC PROTEIN WESTERN BLOT,494.55,93.96,41.26
2023045,84182,HC PROTEIN WB; IM ID FOR BANDS,521.09,99.01,70.77
2021546,84206,HC ASSAY OF PROINSULIN,196.35,37.31,64.67
2021547,84207,HC ASSAY OF VITAMIN B-6,466.58,88.65,68.08
2021548,84210,HC ASSAY OF PYRUVATE,261.45,49.68,35.08
2023405,84220,HC PYRUVATE KINASE,475.65,90.37,22.87
2021549,84235,HC ASSAY OF ENDOCRINE HORMONE,500.81,95.15,172.58
2021550,84238,"HC ASSAY, NONENDOCRINE RECEPTOR",349.93,66.49,88.6
2021551,84244,HC ASSAY OF RENIN,476.7,90.57,53.28
2022743,84252,HC RIBOFLAVIN,658.35,125.09,49.04
2021552,84255,HC ASSAY OF SELENIUM,553.35,105.14,61.86
2021553,84260,HC ASSAY OF SEROTONIN,581.7,110.52,75.06
2021554,84270,HC ASSAY OF SEX HORMONE GLOBUL,385.04,73.16,52.65
2021555,84295,HC ASSAY OF SERUM SODIUM,68.47,13.01,11.65
2021556,84300,HC ASSAY OF URINE SODIUM,163.8,31.12,12.26
2021557,84302,HC ASSAY OF SWEAT SODIUM,30.43,5.78,11.78
2021558,84305,HC ASSAY OF SOMATOMEDIN,848.4,161.2,51.51
2021559,84311,HC SPECTROPHOTOMETRY,420.23,79.84,19.63
2023046,84376,HC SUGARS; SINGLE QUAL EA SPECIMEN,31.7,6.02,13.33
2021561,84402,HC ASSAY OF TESTOSTERONE,978.6,185.93,61.71
2021562,84403,HC ASSAY OF TOTAL TESTOSTERONE,613.2,116.51,62.53
2021563,84425,HC ASSAY OF VITAMIN B-1,401.1,76.21,51.44
2021564,84432,HC ASSAY OF THYROGLOBULIN,553.35,105.14,38.91
2021565,84436,HC ASSAY OF TOTAL THYROXINE,196.52,37.34,16.64
2021566,84439,HC ASSAY OF FREE THYROXINE,297.8,56.58,21.85
2021567,84442,HC ASSAY OF THYROID ACTIVITY,263.55,50.07,35.81
2021568,84443,HC ASSAY THYROID STIM HORMONE,452.55,85.98,40.7
2021569,84445,HC ASSAY OF TSI,768.34,145.98,123.23
2021570,84446,HC ASSAY OF VITAMIN E,343.35,65.24,34.36
2023397,84449,HC TRANSCORTIN,106.5,20.24,43.61
2021571,84450,HC TRANSFERASE (AST) (SGOT),97.63,18.55,12.55
2021572,84460,HC ALANINE AMINO (ALT) (SGPT),96.36,18.31,12.84
2021573,84466,HC ASSAY OF TRANSFERRIN,342.33,65.04,30.92
2021574,84478,HC ASSAY OF TRIGLYCERIDES,184.8,35.11,13.91
2021575,84479,HC ASSAY OF THYROID (T3 OR T4),101.43,19.27,15.68
2021576,84480,"HC ASSAY, TRIIODOTHYRONINE (T3)",268.79,51.07,34.36
2021577,84481,HC FREE ASSAY (FT-3),646.8,122.89,41.04
2021578,84482,HC T3 REVERSE,841.05,159.8,38.18
2021579,84484,"HC ASSAY OF TROPONIN, QUANT",287.7,54.66,30.21
2021580,84520,HC UREA NITROGEN; QUAN,72.27,13.73,9.57
2026699,84520,HC UREA NITROGEN; QUAN - 91,72.27,13.73,9.57
2021581,84540,HC ASSAY OF URINE/UREA-N,186.9,35.51,13.47
2021583,84550,HC ASSAY OF BLOOD/URIC ACID,111.57,21.2,10.95
2021584,84560,HC ASSAY OF URINE/URIC ACID,186.9,35.51,12.31
2021585,84585,HC ASSAY OF URINE VMA,328.65,62.44,37.55
2021586,84586,HC ASSAY OF VIP,978.6,185.93,85.6
2021587,84588,HC ASSAY OF VASOPRESSIN,794.85,151.02,82.23
2021588,84590,HC ASSAY OF VITAMIN A,263.55,50.07,28.13
2024425,84591,HC VITAMIN NOS,171.16,32.52,41.33
2022744,84597,HC VITAMIN K,237.09,45.05,33.24
2021590,84630,HC ASSAY OF ZINC,261.45,49.68,27.6
2021591,84681,HC ASSAY OF C-PEPTIDE,471.27,89.54,50.42
2021592,84702,HC CHORIONIC GONADOTROPIN TEST,352.47,66.97,36.46
2021593,84703,HC CHORIONIC GONADOTROPIN ASSAY,234.31,44.52,18.22
2026051,84704,HC HCG FREE BETACHAIN TEST,58.56,11.13,37.05
2023626,84999,HC UNLISTED CHEMISTRY PROCEDURE,186.9,35.51,56.77
2021595,85007,HC BL SMEAR W/DIFF WBC COUNT,44.37,8.43,9.21
2021597,85014,HC HEMATOCRIT,38.04,7.23,5.74
2021598,85018,HC HEMOGLOBIN,41.84,7.95,5.74
2021599,85025,HC COMPLETE CBC W/AUTO DIFF WBC,264.6,50.27,18.83
2021600,85027,"HC COMPLETE CBC, AUTOMATED",201.6,38.3,15.68
2021602,85045,HC AUTOMATED RETICULOCYTE COUNT,145.95,27.73,9.67
2022646,85046,HC BLD# RETICULOCYTES AUTO 1+ CELL MEAS,53.26,10.12,13.5
2021603,85048,HC AUTOMATED LEUKOCYTE COUNT,204.75,38.9,6.15
2021604,85049,HC AUTOMATED PLATELET COUNT,50.59,9.61,10.85
2021606,85097,HC BONE MARROW INTERPRETATION,1527.75,290.27,137.98
2021608,85210,HC BLOOD CLOT FACTOR II TEST,537.6,102.14,31.45
2021609,85220,HC BLOOD CLOT FACTOR V TEST,537.6,102.14,42.76
2021610,85230,HC BLOOD CLOT FACTOR VII TEST,485.1,92.17,43.37
2021611,85240,HC CLTNG FACTOR VIII AHG 1 STG,592.1,112.5,43.37
2021612,85245,HC CLTNG FACTOR VIII VW FACTOR RISTOCETIN COFACTOR,764.4,145.24,55.58
2021613,85246,HC CLTNG FACTOR VIII VW FACTOR AG,783.3,148.83,55.58
2021614,85247,HC CLTNG FACTOR VIII MULTMTRIC ALYS,443.76,84.31,55.58
2021615,85250,HC BLOOD CLOT FACTOR IX TEST,537.6,102.14,46.13
2021616,85260,HC BLOOD CLOT FACTOR X TEST,537.6,102.14,43.37
2021617,85270,HC BLOOD CLOT FACTOR XI TEST,662.55,125.88,43.37
2021618,85280,HC BLOOD CLOT FACTOR XII TEST,537.6,102.14,46.88
2021619,85290,HC CLTNG FACTOR XIII FIBRIN STABILIZING,537.6,102.14,39.59
2021620,85291,HC CLTNG FACTOR XIII FIBRIN STABILIZING SCR SOLUB,232.02,44.08,22.07
2021622,85300,HC ANTITHROMBIN III TEST,412.06,78.29,28.71
2021623,85301,HC ANTITHROMBIN III TEST,346.5,65.84,26.19
2021624,85302,HC BLOOD CLOT INHIBITOR ANTIGEN,153.42,29.15,29.1
2021625,85303,HC CLTNG NHBTORS PROTEIN C ACTV,720.3,136.86,33.53
2021627,85306,HC CLTNG NHBTORS PROTEIN S FR,720.3,136.86,37.12
2021628,85307,HC ASSAY ACTIVATED PROTEIN C,376.56,71.55,37.12
2023550,85335,HC FACTOR INHIBITOR TEST,666.75,126.68,31.18
2026049,85360,HC EUGLOBULIN LYSIS,116.55,22.14,20.38
2023408,85362,HC FIBRIN DEGRADATION PRODUCTS,98.9,18.79,16.69
2021630,85379,"HC FIBRIN DEGRADE, SEMIQUANT",131.8,25.04,24.66
2023551,85380,HC D-DIMER ULTRASENSITIVE,46.91,8.91,24.66
2021632,85384,HC FIBRINOGEN,234.56,44.57,23.55
2023653,85385,HC FIBRINOGEN; ANTIGEN,109.2,20.75,35.03
2023404,85397,HC CLOTTING FUNCT ACTIVITY,824.25,156.61,74.77
2024454,85410,HC ALPHA-2-ANTIPLASMIN,515.55,97.95,18.68
2021633,85415,HC FBRNLYC FACTORS&NHBTORS PLSMNG ACTIVATOR,2035.95,386.83,41.65
2021634,85420,HC FBRNLYC FACTORS&NHBTORS PLSMNG XCPT AGIC ASSAY,346.5,65.84,15.82
2021636,85460,HC HGB/RBCS FTL F&MAT HEMRRG DIFFIAL LSS,374.85,71.22,18.73
2021637,85461,HC HGB/RBCS FTL F&MAT HEMRRG ROSETTE,120.45,22.88,22.68
2023022,85520,HC HEPARIN ASSAY,589.56,112.02,31.72
2021641,85549,HC MURAMIDASE,290.35,55.17,45.43
2021642,85557,HC RBC OSMOTIC FRAGILITY,50.72,9.64,32.37
2021643,85576,HC BLOOD PLATELET AGGREGATION,492.45,93.57,60.35
2024601,85598,HC HEXAGNAL PHOSPH PLTLT NEUTRL,110.3,20.96,43.56
2021644,85610,HC PROTHROMBIN TIME,172.43,32.76,10.39
2025320,85611,HC PT; SUBSTITUTION PLASMA FRACTIONS EA,132.3,25.14,9.55
2021646,85613,"HC RUSSELL VIPER VENOM, DILUTED",413.33,78.53,23.21
2021647,85635,HC REPTILASE TEST,358.05,68.03,23.87
2021648,85651,"HC RBC SED RATE, NONAUTOMATED",45.64,8.67,10.35
2021649,85652,"HC RBC SED RATE, AUTOMATED",132.3,25.14,6.54
2021650,85660,HC RBC SICKLE CELL TEST,163.8,31.12,13.35
2021651,85670,"HC THROMBIN TIME, PLASMA",152.25,28.93,13.98
2021652,85730,HC THROMBOPLASTIN TM PRTL PLSM/WHL BLD,124.45,23.64,14.56
2021653,85732,HC THROMBOPLASTIN TM PRTL SUBJ PLSM FXJS EA,273.86,52.03,15.68
2021654,85810,HC BLOOD VISCOSITY EXAMINATION,152.25,28.93,28.27
2021655,86000,"HC AGGLUTININS, FEBRILE",263.55,50.07,16.91
2023049,86001,HC ALLERG SP IGG QUAN OR SEMIQUAN,46.91,8.91,18.95
2021656,86003,HC ALLERGEN SPECIFIC IGE,148.34,28.19,12.65
2021657,86021,HC WBC ANTIBODY IDENTIFICATION,431.08,81.9,36.46
2021658,86022,HC PLATELET ANTIBODIES,370.22,70.34,44.51
2021660,86038,HC ANA,418.95,79.6,29.29
2021661,86039,HC ANA TITER,309.75,58.85,27.04
2021662,86060,"HC ANTISTREPTOLYSIN O, TITER",196.52,37.34,17.69
2021663,86077,HC BLD BANK PHYS SVCS DIFFC CROSS MATCH&/EVAL REPRT,580.69,110.33,142.1
2021664,86078,HC BLD BANK PHYS SVCS INVSTGJ TFUJ RXN REPRT,405.72,77.09,142.1
2021665,86140,HC C-REACTIVE PROTEIN,251.04,47.7,12.55
2021666,86141,"HC C-REACTIVE PROTEIN, HS",275.13,52.27,31.38
2021667,86146,HC GLYCOPROTEIN ANTIBODY,344.86,65.52,61.66
2021668,86147,HC CARDIOLIPIN ANTIBODY,958.65,182.14,61.66
2022747,86148,HC ANTI-PHOSPHATIDYLSER  AB,152.15,28.91,38.94
2024748,86156,HC COLD AGGLUTININ SCREEN,30.08,5.72,19.55
2021669,86157,"HC COLD AGGLUTININ, TITER",235.2,44.69,19.53
2021670,86160,"HC COMPLEMENT, ANTIGEN",349.65,66.43,29.07
2021671,86161,HC COMPLEMENT/FUNCTION ACTIVITY,274.05,52.07,29.07
2021672,86162,"HC COMPLEMENT, TOTAL (CHBI)",452.55,85.98,49.23
2021673,86200,HC CCP ANTIBODY,356.28,67.69,31.38
2023050,86215,HC DNA AB,418.95,79.6,32.1
2021674,86225,HC DNA ANTIBODY,723.45,137.46,33.29
2023566,86226,HC DNA AB; SS,71,13.49,29.34
2021675,86235,HC NUCLEAR ANTIGEN ANTIBODY,418.95,79.6,43.44
2021676,86255,"HC FLUORESCENT ANTIBODY, SCREEN",486.86,92.5,29.2
2021677,86256,"HC FLUORESCENT ANTIBODY, TITER",409.52,77.81,29.2
2021679,86300,"HC IMMUNOASSAY, TUMOR, CA 15-3",428.55,81.42,50.42
2021680,86301,"HC IMMUNOASSAY, TUMOR, CA 19-9",303.02,57.57,50.42
2021681,86304,"HC IMMUNOASSAY, TUMOR, CA 125",472.92,89.85,50.42
2023560,86305,HC HUMAN EPIDIDYMIS PROTEIN 4,228.22,43.36,50.42
2021682,86308,HC HTROPHL ANTIBODIES SCR,195.7,37.18,12.55
2021684,86316,"HC IMMUNOASSAY, TUMOR OTHER",834.75,158.6,50.42
2021685,86317,"HC IMMUNOASSAY,INFECTIOUS AGENT",330.92,62.87,36.32
2025319,86320,HC IEP; SERUM,537.6,102.14,72.49
2023051,86325,HC IEP; NOT SERUM,537.6,102.14,56.04
2021686,86331,HC IMMUNODIFFUSION OUCHTERLONY,185.12,35.17,29.03
2021687,86332,HC IMMUNE COMPLEX ASSAY,565.48,107.44,59.04
2021688,86334,"HC IMMUNOFIX E-PHORESIS, SERUM",494.55,93.96,54.13
2021689,86335,HC IMMUNFIX E-PHORSIS/URINE/CSF,452.55,85.98,71.11
2022748,86336,HC INHIBIN A,267.59,50.84,37.77
2021690,86337,HC INSULIN ANTIBODIES,346.5,65.84,51.87
2021691,86340,HC INTRINSIC FACTOR ANTIBODY,476.7,90.57,36.54
2023038,86341,HC ISLET CELL AB,235.83,44.81,57.11
2022749,86352,HC CELL FUNCTION ASSAY STIM,976.27,185.49,329.17
2021693,86355,"HC B CELLS, TOTAL COUNT",583.22,110.81,91.41
2023651,86356,HC MONONUCLEAR CELL ANTIGEN QUANT NOS EA ANTG,366.42,69.62,64.88
2021694,86357,"HC NK CELLS, TOTAL COUNT",590.84,112.26,91.41
2021695,86359,"HC T CELLS, TOTAL COUNT",551.52,104.79,91.41
